cid,url,catalog_year,course_id,title,credits,attempts,department,Description,Prerequisite(s),Schedule Type,Hours of Lecture or Seminar per week,Hours of Lab or Studio per week,When Offered,Notes,Grading,Corequisite(s)
MGMT453,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=318190,2016-2017,MGMT 453,Starting a Business,3,Not Repeatable for Credit,School of Business,"ÊExamines the paths to small business ownership, including starting an enterprise or purchasing an existing business. Focus will be on franchising and licensing, as well as family-run enterprises. Students will gain a broad understanding of location choice, facilities and layout, in addition to the legal issues associated with small business creation. Harvesting and exiting options will also be explored.","MGMT 301, MGMT 303, MBUS 304 or IT 495.",LEC,3,0,,,,
MGMT461,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305212,2016-2017,MGMT 461,Cross Cultural and Global Management,3,Not Repeatable for Credit,School of Business,"ÊExplores theory and practice of managing culturally diverse organizations in domestic and international contexts. Topics include management customs and practices in different world regions, cross-cultural communication and learning, and the developing culturally and internationally sophisticated employees and managers.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT462,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305213,2016-2017,MGMT 462,Honors Seminar in Management (Topic Varies),3,Not Repeatable for Credit,School of Business,ÊTopic and format vary. In-depth study of topic of interest to managers and organizations.,Invitation by professor.,LEC,3,0,Fall,Enrollment limited and competitive.,,
MGMT463,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305214,2016-2017,MGMT 463,Negotiations in Organizations,3,Not Repeatable for Credit,School of Business,"ÊFocuses on theory, processes, and practice of negotiation within and across organizations, including attention to ethical issues. Explores systematic ways to increase quality of negotiated agreements, including methods of preparation and use of rational assumption, bidding and decision criteria. Format includes negotiation exercises, lecture, and discussion.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT464,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305215,2016-2017,MGMT 464,Teamwork and Interpersonal Skills,3,Not Repeatable for Credit,School of Business,"ÊFocuses on intensive development of high professional-level skill set for collaboration and leadership in contemporary environments. Builds on content introduced in MGMT 301, 312. Attention to developing personal leadership capabilities, collaborating in traditional and virtual environments, improving group processes, project management, tolerating ambiguity, improving communication, creative problem solving, time management, coaching, and empowering employees.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT471,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305216,2016-2017,MGMT 471,Competitive Strategy,3,Not Repeatable for Credit,School of Business,"ÊExplores industry structures and competitive behavior of firms. Attention to how firm uses tangible, intangible, and human resources to develop sustainable competitive advantage, and how competitors interact in marketplace. Introduces tools and concepts to analyze industry dynamics and competitive interactions of firms in these industries.","Grade of C or higher in MGMT 301 or MGMT 303, degree status.",LEC,3,0,,,,
MGMT491,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305217,2016-2017,MGMT 491,Current Topics in Management,3,Repeatable within Degree for Credit,School of Business,ÊAdvanced study of management concepts and selected topics. Incorporates intensive analysis of management problems of long-term strategic significance or current urgency for organizational planning and operations. Includes significant contemporary research findings.,"Grade of C or higher in MGMT 312 or MGMT 313, degree status.",LEC,3,0,"Fall, Spring",,,
MGMT499,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305218,2016-2017,MGMT 499,Independent Study,3-Jan,Repeatable within Term for Credit,School of Business,ÊResearch and analysis of selected problems or topics in management must be arranged with instructor and approved in writing by associate dean for undergraduate programs.,Management majors with at least 9 upper-level management credit hours.,IND,1,0,,Written report required.,,
MIS102,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305219,2016-2017,MIS 102,Spreadsheet Applications for Business,1,Not Repeatable for Credit,School of Business,ÊHands-on course using popular spreadsheet package. Business examples used to teach fundamentals of spreadsheets and their use in business applications.,,LAB,2,1,"Fall, Spring, Summer",,S/NC,
MIS301,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305220,2016-2017,MIS 301,Introduction to Business Information Systems,3,Limited to 3 Attempts,School of Business,"School of Business students will not be permitted to make more than three attempts to achieve a C or higher in MIS 301. Those who do not successfully complete this course within three attempts will be terminated from their major and will not be eligible to receive a degree from the School of Business. For more information about this, see the ",Sophomore standing.,LEC,3,0,"Fall, Spring, Summer",Projects required.,,
MIS302,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305221,2016-2017,MIS 302,Introduction to Programming for Business Applications,3,Not Repeatable for Credit,School of Business,Termination from the Major,Degree status.,LEC,3,0,"Fall, Spring",IT 108 highly recommended but not required.,,
MIS303,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=308776,2016-2017,MIS 303,Introduction to Business Information Systems,3,Limited to 3 Attempts,School of Business, section under ÊEquivalent to MIS 303.,Degree status.,LEC,3,0,,Students cannot receive credit for both MIS 301 and MIS 303.,,
MIS310,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305222,2016-2017,MIS 310,Database Management Systems,3,Not Repeatable for Credit,School of Business,ÊCovers design and implementation of program data structures and algorithms to solve business problems using structured programming techniques. Students become familiar with program development life cycle using standard programming language such as Visual BASIC.NET supported by a modern Integrated Development Environment (IDE). Students complete assignments involving development of real-life business application.,Grade of C or higher in MIS 301 or MIS 303. Degree status.,LEC,3,0,"Fall, Spring, Summer",School of Business students may not receive credit for both MIS 310 and IT 214. Requires hands-on implementation using software package.,,
MIS320,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305223,2016-2017,MIS 320,Networks and Security,3,Not Repeatable for Credit,School of Business,"ÊIntroduces fundamentals of hardware, software, and networking. Emphasizes role of technology in improving contemporary business processes and competitive advantage. Includes basic relational concepts, hands-on experience in building business database applications and decision support using spreadsheet software.Fulfills Mason Core requirement in information technology (all).Equivalent to MIS 301.","Grade of C or higher in MIS 301 or MIS 303, degree status.",LEC,3,0,"Fall, Spring",The course also includes lab work and exercises.,,
MIS330,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305224,2016-2017,MIS 330,Systems Analysis and Design,3,Not Repeatable for Credit,School of Business,ÊIntroduces principles of designing and manipulating relational databases with a focus on business applications. Theoretical database concepts and hands-on experience with a relational package. Term project requiring implementation of a substantial business database application.,"C or higher in MIS 310, degree status. Programming course recommended.",LEC,3,0,"Fall, Spring, Summer",Requires team project.,,
MIS411,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305225,2016-2017,MIS 411,Management and Control of Information Systems,3,Not Repeatable for Credit,School of Business,"ÊIntroduces students to fundamentals of networking technologies and their role in businesses. Emphasis is on understanding the business implications of different networking technologies and solutions. Students learn to identify and understand the business requirements, and bring together the different technological components to design the required communication solutions. Also focuses on the types of security threats to the business network infrastructure, and approach to tackling such threats through business practices combined with appropriate technological solutions.","Grade of C or higher in MIS 301 or MIS 303, degree status.",LEC,3,0,"Fall, Spring",,,
MIS412,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305226,2016-2017,MIS 412,E-Business Systems Development,3,Not Repeatable for Credit,School of Business,"ÊUnderstanding systems analysis and design methods is a necessary skill for contemporary business analysts, managers, software engineers and system users. Provides students with the foundations for effectively using modern systems analysis and design tools and methodologies for developing modern software and applications. Topics include systems planning and feasibility analysis, requirements analysis, economics, systems design and project management.Fulfills writing intensive requirement in the major.","Grade of C or higher in MIS 301 or MIS 303, degree status.",LEC,3,0,"Fall, Spring",Requires team project and computer lab.,,
MIS430,http://catalog.gmu.edu/preview_course.php?catoid=29&coid=305227,2016-2017,MIS 430,Data Warehousing,3,Not Repeatable for Credit,School of Business,"ÊManagerial perspective on issues arising in managing information systems through their life-cycle. The topics include using different methodologies for estimating software development costs, maintenance costs, systems project management, and pricing information products and services. The course also covers methodologies for monitoring performance of information systems, and ways for assessing the strategic and business value of use of information technology.","C or higher in MIS 310, degree status.",LEC,3,0,"Fall, Spring",Term project required.,,
